DisplayName;Department;Ruoli;jobTitle;lastLogon;accountType;username
Overprivileged Salesforce 6;IT;Salesforce_1,Salesforce_All,G-Standard-User;DevOps;2024-05-10;Technical;over_priv_Salesforce_6
Overprivileged Salesforce Admin 6;IT;Salesforce_Read,Salesforce_Admin,G-Standard-User;Admin;2024-05-11;Administrative;over_admin_Salesforce_6
Overprivileged Azure 7;IT;Azure_1,Azure_All,G-Standard-User;DevOps;2024-05-10;Technical;over_priv_Azure_7
Overprivileged Azure Admin 7;IT;Azure_Read,Azure_Admin,G-Standard-User;Admin;2024-05-11;Administrative;over_admin_Azure_7
Overprivileged Azure 8;IT;Azure_1,Azure_All,G-Standard-User;DevOps;2024-05-10;Technical;over_priv_Azure_8
Overprivileged Azure Admin 8;IT;Azure_Read,Azure_Admin,G-Standard-User;Admin;2024-05-11;Administrative;over_admin_Azure_8
Overprivileged GitLab 9;IT;GitLab_1,GitLab_All,G-Standard-User;DevOps;2024-05-10;Technical;over_priv_GitLab_9
Overprivileged GitLab Admin 9;IT;GitLab_Read,GitLab_Admin,G-Standard-User;Admin;2024-05-11;Administrative;over_admin_GitLab_9
Overprivileged Salesforce 10;IT;Salesforce_1,Salesforce_All,G-Standard-User;DevOps;2024-05-10;Technical;over_priv_Salesforce_10
Overprivileged Salesforce Admin 10;IT;Salesforce_Read,Salesforce_Admin,G-Standard-User;Admin;2024-05-11;Administrative;over_admin_Salesforce_10
Overprivileged Salesforce 11;IT;Salesforce_1,Salesforce_All,G-Standard-User;DevOps;2024-05-10;Technical;over_priv_Salesforce_11
Overprivileged Salesforce Admin 11;IT;Salesforce_Read,Salesforce_Admin,G-Standard-User;Admin;2024-05-11;Administrative;over_admin_Salesforce_11
Overprivileged Azure 12;IT;Azure_1,Azure_All,G-Standard-User;DevOps;2024-05-10;Technical;over_priv_Azure_12
Overprivileged Azure Admin 12;IT;Azure_Read,Azure_Admin,G-Standard-User;Admin;2024-05-11;Administrative;over_admin_Azure_12
Overprivileged Azure 13;IT;Azure_1,Azure_All,G-Standard-User;DevOps;2024-05-10;Technical;over_priv_Azure_13
Overprivileged Azure Admin 13;IT;Azure_Read,Azure_Admin,G-Standard-User;Admin;2024-05-11;Administrative;over_admin_Azure_13
Overprivileged SAP 14;IT;SAP_1,SAP_All,G-Standard-User;DevOps;2024-05-10;Technical;over_priv_SAP_14
Overprivileged SAP Admin 14;IT;SAP_Read,SAP_Admin,G-Standard-User;Admin;2024-05-11;Administrative;over_admin_SAP_14
Overprivileged Azure 15;IT;Azure_1,Azure_All,G-Standard-User;DevOps;2024-05-10;Technical;over_priv_Azure_15
Overprivileged Azure Admin 15;IT;Azure_Read,Azure_Admin,G-Standard-User;Admin;2024-05-11;Administrative;over_admin_Azure_15
Overprivileged Salesforce 16;IT;Salesforce_1,Salesforce_All,G-Standard-User;DevOps;2024-05-10;Technical;over_priv_Salesforce_16
Overprivileged Salesforce Admin 16;IT;Salesforce_Read,Salesforce_Admin,G-Standard-User;Admin;2024-05-11;Administrative;over_admin_Salesforce_16
Overprivileged GitLab 17;IT;GitLab_1,GitLab_All,G-Standard-User;DevOps;2024-05-10;Technical;over_priv_GitLab_17
Overprivileged GitLab Admin 17;IT;GitLab_Read,GitLab_Admin,G-Standard-User;Admin;2024-05-11;Administrative;over_admin_GitLab_17
Overprivileged GitLab 18;IT;GitLab_1,GitLab_All,G-Standard-User;DevOps;2024-05-10;Technical;over_priv_GitLab_18
Overprivileged GitLab Admin 18;IT;GitLab_Read,GitLab_Admin,G-Standard-User;Admin;2024-05-11;Administrative;over_admin_GitLab_18
Overprivileged Salesforce 19;IT;Salesforce_1,Salesforce_All,G-Standard-User;DevOps;2024-05-10;Technical;over_priv_Salesforce_19
Overprivileged Salesforce Admin 19;IT;Salesforce_Read,Salesforce_Admin,G-Standard-User;Admin;2024-05-11;Administrative;over_admin_Salesforce_19
Overprivileged Azure 20;IT;Azure_1,Azure_All,G-Standard-User;DevOps;2024-05-10;Technical;over_priv_Azure_20
Overprivileged Azure Admin 20;IT;Azure_Read,Azure_Admin,G-Standard-User;Admin;2024-05-11;Administrative;over_admin_Azure_20
Overprivileged GitLab 21;IT;GitLab_1,GitLab_All,G-Standard-User;DevOps;2024-05-10;Technical;over_priv_GitLab_21
Overprivileged GitLab Admin 21;IT;GitLab_Read,GitLab_Admin,G-Standard-User;Admin;2024-05-11;Administrative;over_admin_GitLab_21
Overprivileged Azure 22;IT;Azure_1,Azure_All,G-Standard-User;DevOps;2024-05-10;Technical;over_priv_Azure_22
Overprivileged Azure Admin 22;IT;Azure_Read,Azure_Admin,G-Standard-User;Admin;2024-05-11;Administrative;over_admin_Azure_22
Overprivileged SAP 23;IT;SAP_1,SAP_All,G-Standard-User;DevOps;2024-05-10;Technical;over_priv_SAP_23
Overprivileged SAP Admin 23;IT;SAP_Read,SAP_Admin,G-Standard-User;Admin;2024-05-11;Administrative;over_admin_SAP_23
Overprivileged AWS 24;IT;AWS_1,AWS_All,G-Standard-User;DevOps;2024-05-10;Technical;over_priv_AWS_24
Overprivileged AWS Admin 24;IT;AWS_Read,AWS_Admin,G-Standard-User;Admin;2024-05-11;Administrative;over_admin_AWS_24
Overprivileged AWS 25;IT;AWS_1,AWS_All,G-Standard-User;DevOps;2024-05-10;Technical;over_priv_AWS_25
Overprivileged AWS Admin 25;IT;AWS_Read,AWS_Admin,G-Standard-User;Admin;2024-05-11;Administrative;over_admin_AWS_25
Overprivileged Salesforce 26;IT;Salesforce_1,Salesforce_All,G-Standard-User;DevOps;2024-05-10;Technical;over_priv_Salesforce_26
Overprivileged Salesforce Admin 26;IT;Salesforce_Read,Salesforce_Admin,G-Standard-User;Admin;2024-05-11;Administrative;over_admin_Salesforce_26
Overprivileged Azure 27;IT;Azure_1,Azure_All,G-Standard-User;DevOps;2024-05-10;Technical;over_priv_Azure_27
Overprivileged Azure Admin 27;IT;Azure_Read,Azure_Admin,G-Standard-User;Admin;2024-05-11;Administrative;over_admin_Azure_27
Overprivileged GitLab 28;IT;GitLab_1,GitLab_All,G-Standard-User;DevOps;2024-05-10;Technical;over_priv_GitLab_28
Overprivileged GitLab Admin 28;IT;GitLab_Read,GitLab_Admin,G-Standard-User;Admin;2024-05-11;Administrative;over_admin_GitLab_28
Overprivileged AWS 29;IT;AWS_1,AWS_All,G-Standard-User;DevOps;2024-05-10;Technical;over_priv_AWS_29
Overprivileged AWS Admin 29;IT;AWS_Read,AWS_Admin,G-Standard-User;Admin;2024-05-11;Administrative;over_admin_AWS_29
Standard User 110;Legal;G-Legal-Access;Employee;2024-06-01;Service;std_user_110
Standard User 111;Legal;G-Legal-Access;Employee;2024-06-01;Service;std_user_111
Standard User 112;Operations;G-Operations-Access;Employee;2024-06-01;External;std_user_112
Standard User 113;R&D;G-R&D-Access;Employee;2024-06-01;Internal;std_user_113
Standard User 114;Sales;G-Sales-Access;Employee;2024-06-01;External;std_user_114
Standard User 115;Finance;G-Finance-Access;Employee;2024-06-01;External;std_user_115
Standard User 116;Operations;G-Operations-Access;Employee;2024-06-01;Service;std_user_116
Standard User 117;Finance;G-Finance-Access;Employee;2024-06-01;Internal;std_user_117
Standard User 118;Sales;G-Sales-Access;Employee;2024-06-01;Technical;std_user_118
Standard User 119;Sales;G-Sales-Access;Employee;2024-06-01;Administrative;std_user_119
Standard User 120;Sales;G-Sales-Access;Employee;2024-06-01;Technical;std_user_120
Standard User 121;Sales;G-Sales-Access;Employee;2024-06-01;Administrative;std_user_121
Standard User 122;Sales;G-Sales-Access;Employee;2024-06-01;Administrative;std_user_122
Standard User 123;Operations;G-Operations-Access;Employee;2024-06-01;Technical;std_user_123
Standard User 124;Legal;G-Legal-Access;Employee;2024-06-01;Internal;std_user_124
Standard User 125;Marketing;G-Marketing-Access;Employee;2024-06-01;Internal;std_user_125
Standard User 126;Marketing;G-Marketing-Access;Employee;2024-06-01;Technical;std_user_126
Standard User 127;R&D;G-R&D-Access;Employee;2024-06-01;Technical;std_user_127
Standard User 128;IT;G-IT-Access;Employee;2024-06-01;Internal;std_user_128
Standard User 129;R&D;G-R&D-Access;Employee;2024-06-01;Technical;std_user_129
Standard User 130;Finance;G-Finance-Access;Employee;2024-06-01;Service;std_user_130
Standard User 131;Operations;G-Operations-Access;Employee;2024-06-01;Service;std_user_131
Standard User 132;Operations;G-Operations-Access;Employee;2024-06-01;Internal;std_user_132
Standard User 133;R&D;G-R&D-Access;Employee;2024-06-01;Technical;std_user_133
Standard User 134;R&D;G-R&D-Access;Employee;2024-06-01;Technical;std_user_134
Standard User 135;Marketing;G-Marketing-Access;Employee;2024-06-01;Internal;std_user_135
Standard User 136;Sales;G-Sales-Access;Employee;2024-06-01;Service;std_user_136
Standard User 137;HR;G-HR-Access;Employee;2024-06-01;Service;std_user_137
Standard User 138;IT;G-IT-Access;Employee;2024-06-01;Administrative;std_user_138
Standard User 139;Operations;G-Operations-Access;Employee;2024-06-01;Internal;std_user_139
Standard User 140;IT;G-IT-Access;Employee;2024-06-01;Service;std_user_140
Standard User 141;Sales;G-Sales-Access;Employee;2024-06-01;Technical;std_user_141
Standard User 142;HR;G-HR-Access;Employee;2024-06-01;Technical;std_user_142
Standard User 143;Operations;G-Operations-Access;Employee;2024-06-01;External;std_user_143
Standard User 144;Operations;G-Operations-Access;Employee;2024-06-01;Administrative;std_user_144
Standard User 145;Operations;G-Operations-Access;Employee;2024-06-01;Administrative;std_user_145
Standard User 146;HR;G-HR-Access;Employee;2024-06-01;Service;std_user_146
Standard User 147;Legal;G-Legal-Access;Employee;2024-06-01;External;std_user_147
Standard User 148;Legal;G-Legal-Access;Employee;2024-06-01;Internal;std_user_148
Standard User 149;Marketing;G-Marketing-Access;Employee;2024-06-01;Administrative;std_user_149
Standard User 150;Operations;G-Operations-Access;Employee;2024-06-01;External;std_user_150
Standard User 151;Operations;G-Operations-Access;Employee;2024-06-01;Service;std_user_151
Standard User 152;Legal;G-Legal-Access;Employee;2024-06-01;External;std_user_152
Standard User 153;IT;G-IT-Access;Employee;2024-06-01;Service;std_user_153
Standard User 154;Marketing;G-Marketing-Access;Employee;2024-06-01;Internal;std_user_154
Standard User 155;Sales;G-Sales-Access;Employee;2024-06-01;Service;std_user_155
Standard User 156;Finance;G-Finance-Access;Employee;2024-06-01;External;std_user_156
Standard User 157;Finance;G-Finance-Access;Employee;2024-06-01;Technical;std_user_157
Standard User 158;Marketing;G-Marketing-Access;Employee;2024-06-01;External;std_user_158
Standard User 159;Sales;G-Sales-Access;Employee;2024-06-01;Technical;std_user_159
Standard User 160;Legal;G-Legal-Access;Employee;2024-06-01;Internal;std_user_160
Standard User 161;IT;G-IT-Access;Employee;2024-06-01;External;std_user_161
Standard User 162;Marketing;G-Marketing-Access;Employee;2024-06-01;Internal;std_user_162
Standard User 163;R&D;G-R&D-Access;Employee;2024-06-01;External;std_user_163
Standard User 164;Sales;G-Sales-Access;Employee;2024-06-01;Service;std_user_164
Standard User 165;HR;G-HR-Access;Employee;2024-06-01;External;std_user_165
Standard User 166;Sales;G-Sales-Access;Employee;2024-06-01;Service;std_user_166
Standard User 167;Operations;G-Operations-Access;Employee;2024-06-01;Internal;std_user_167
Standard User 168;IT;G-IT-Access;Employee;2024-06-01;External;std_user_168
Standard User 169;Marketing;G-Marketing-Access;Employee;2024-06-01;Technical;std_user_169
Standard User 170;Legal;G-Legal-Access;Employee;2024-06-01;Service;std_user_170
Standard User 171;IT;G-IT-Access;Employee;2024-06-01;Administrative;std_user_171
Standard User 172;IT;G-IT-Access;Employee;2024-06-01;Technical;std_user_172
Standard User 173;Finance;G-Finance-Access;Employee;2024-06-01;Service;std_user_173
Standard User 174;Finance;G-Finance-Access;Employee;2024-06-01;Technical;std_user_174
Standard User 175;Sales;G-Sales-Access;Employee;2024-06-01;Technical;std_user_175
Standard User 176;Operations;G-Operations-Access;Employee;2024-06-01;External;std_user_176
Standard User 177;HR;G-HR-Access;Employee;2024-06-01;Administrative;std_user_177
Standard User 178;HR;G-HR-Access;Employee;2024-06-01;Administrative;std_user_178
Standard User 179;Marketing;G-Marketing-Access;Employee;2024-06-01;Service;std_user_179
Standard User 180;Sales;G-Sales-Access;Employee;2024-06-01;Service;std_user_180
Standard User 181;Operations;G-Operations-Access;Employee;2024-06-01;Technical;std_user_181
Standard User 182;Legal;G-Legal-Access;Employee;2024-06-01;Technical;std_user_182
Standard User 183;Legal;G-Legal-Access;Employee;2024-06-01;Service;std_user_183
Standard User 184;Operations;G-Operations-Access;Employee;2024-06-01;Service;std_user_184
Standard User 185;HR;G-HR-Access;Employee;2024-06-01;External;std_user_185
Standard User 186;Sales;G-Sales-Access;Employee;2024-06-01;Service;std_user_186
Standard User 187;Legal;G-Legal-Access;Employee;2024-06-01;Administrative;std_user_187
Standard User 188;Finance;G-Finance-Access;Employee;2024-06-01;Technical;std_user_188
Standard User 189;HR;G-HR-Access;Employee;2024-06-01;Internal;std_user_189
Standard User 190;Operations;G-Operations-Access;Employee;2024-06-01;Service;std_user_190
Standard User 191;IT;G-IT-Access;Employee;2024-06-01;Technical;std_user_191
Standard User 192;Sales;G-Sales-Access;Employee;2024-06-01;External;std_user_192
Standard User 193;R&D;G-R&D-Access;Employee;2024-06-01;External;std_user_193
Standard User 194;HR;G-HR-Access;Employee;2024-06-01;Administrative;std_user_194
Standard User 195;Operations;G-Operations-Access;Employee;2024-06-01;External;std_user_195
Standard User 196;Finance;G-Finance-Access;Employee;2024-06-01;Technical;std_user_196
Standard User 197;HR;G-HR-Access;Employee;2024-06-01;Technical;std_user_197
Standard User 198;Finance;G-Finance-Access;Employee;2024-06-01;Administrative;std_user_198
Standard User 199;Finance;G-Finance-Access;Employee;2024-06-01;Administrative;std_user_199
Standard User 200;Marketing;G-Marketing-Access;Employee;2024-06-01;Technical;std_user_200
Standard User 201;IT;G-IT-Access;Employee;2024-06-01;Internal;std_user_201
Standard User 202;Sales;G-Sales-Access;Employee;2024-06-01;External;std_user_202
Standard User 203;Sales;G-Sales-Access;Employee;2024-06-01;Administrative;std_user_203
Standard User 204;HR;G-HR-Access;Employee;2024-06-01;Administrative;std_user_204
Standard User 205;Marketing;G-Marketing-Access;Employee;2024-06-01;Internal;std_user_205
Standard User 206;Finance;G-Finance-Access;Employee;2024-06-01;Technical;std_user_206
Standard User 207;Sales;G-Sales-Access;Employee;2024-06-01;Service;std_user_207
Standard User 208;R&D;G-R&D-Access;Employee;2024-06-01;Internal;std_user_208
Standard User 209;Legal;G-Legal-Access;Employee;2024-06-01;Internal;std_user_209
Standard User 210;Sales;G-Sales-Access;Employee;2024-06-01;Administrative;std_user_210
Standard User 211;Operations;G-Operations-Access;Employee;2024-06-01;Administrative;std_user_211
Standard User 212;Sales;G-Sales-Access;Employee;2024-06-01;Administrative;std_user_212
Standard User 213;HR;G-HR-Access;Employee;2024-06-01;External;std_user_213
Standard User 214;Finance;G-Finance-Access;Employee;2024-06-01;Service;std_user_214
Standard User 215;Legal;G-Legal-Access;Employee;2024-06-01;Service;std_user_215
Standard User 216;R&D;G-R&D-Access;Employee;2024-06-01;External;std_user_216
Standard User 217;Finance;G-Finance-Access;Employee;2024-06-01;Internal;std_user_217
Standard User 218;Finance;G-Finance-Access;Employee;2024-06-01;Internal;std_user_218
Standard User 219;Legal;G-Legal-Access;Employee;2024-06-01;Technical;std_user_219
Standard User 220;R&D;G-R&D-Access;Employee;2024-06-01;Technical;std_user_220
Standard User 221;Operations;G-Operations-Access;Employee;2024-06-01;Service;std_user_221
Standard User 222;Operations;G-Operations-Access;Employee;2024-06-01;Technical;std_user_222
Standard User 223;HR;G-HR-Access;Employee;2024-06-01;Internal;std_user_223
Standard User 224;Operations;G-Operations-Access;Employee;2024-06-01;Administrative;std_user_224
Standard User 225;HR;G-HR-Access;Employee;2024-06-01;External;std_user_225
Standard User 226;IT;G-IT-Access;Employee;2024-06-01;Technical;std_user_226
Standard User 227;IT;G-IT-Access;Employee;2024-06-01;Internal;std_user_227
Standard User 228;Marketing;G-Marketing-Access;Employee;2024-06-01;External;std_user_228
Standard User 229;Marketing;G-Marketing-Access;Employee;2024-06-01;Internal;std_user_229
Standard User 230;Legal;G-Legal-Access;Employee;2024-06-01;External;std_user_230
Standard User 231;IT;G-IT-Access;Employee;2024-06-01;Administrative;std_user_231
Standard User 232;Sales;G-Sales-Access;Employee;2024-06-01;Internal;std_user_232
Standard User 233;Legal;G-Legal-Access;Employee;2024-06-01;Technical;std_user_233
Standard User 234;HR;G-HR-Access;Employee;2024-06-01;Internal;std_user_234
Standard User 235;HR;G-HR-Access;Employee;2024-06-01;Administrative;std_user_235
Standard User 236;R&D;G-R&D-Access;Employee;2024-06-01;External;std_user_236
Standard User 237;IT;G-IT-Access;Employee;2024-06-01;Technical;std_user_237
Standard User 238;Marketing;G-Marketing-Access;Employee;2024-06-01;Administrative;std_user_238
Standard User 239;Finance;G-Finance-Access;Employee;2024-06-01;Internal;std_user_239
Standard User 240;Sales;G-Sales-Access;Employee;2024-06-01;Technical;std_user_240
Standard User 241;Legal;G-Legal-Access;Employee;2024-06-01;Service;std_user_241
Standard User 242;IT;G-IT-Access;Employee;2024-06-01;Technical;std_user_242
Standard User 243;Legal;G-Legal-Access;Employee;2024-06-01;External;std_user_243
Standard User 244;Marketing;G-Marketing-Access;Employee;2024-06-01;Service;std_user_244
Standard User 245;Operations;G-Operations-Access;Employee;2024-06-01;Internal;std_user_245
Standard User 246;Sales;G-Sales-Access;Employee;2024-06-01;Internal;std_user_246
Standard User 247;IT;G-IT-Access;Employee;2024-06-01;Administrative;std_user_247
Standard User 248;HR;G-HR-Access;Employee;2024-06-01;Internal;std_user_248
Standard User 249;Sales;G-Sales-Access;Employee;2024-06-01;Administrative;std_user_249
Standard User 250;Marketing;G-Marketing-Access;Employee;2024-06-01;Technical;std_user_250
Standard User 251;Marketing;G-Marketing-Access;Employee;2024-06-01;Service;std_user_251
Standard User 252;IT;G-IT-Access;Employee;2024-06-01;External;std_user_252
Standard User 253;Sales;G-Sales-Access;Employee;2024-06-01;Administrative;std_user_253
Standard User 254;Finance;G-Finance-Access;Employee;2024-06-01;Administrative;std_user_254
Standard User 255;Finance;G-Finance-Access;Employee;2024-06-01;External;std_user_255
Standard User 256;R&D;G-R&D-Access;Employee;2024-06-01;Service;std_user_256
Standard User 257;R&D;G-R&D-Access;Employee;2024-06-01;Internal;std_user_257
Standard User 258;Marketing;G-Marketing-Access;Employee;2024-06-01;Internal;std_user_258
Standard User 259;Legal;G-Legal-Access;Employee;2024-06-01;Technical;std_user_259
Standard User 260;HR;G-HR-Access;Employee;2024-06-01;Internal;std_user_260
Standard User 261;HR;G-HR-Access;Employee;2024-06-01;External;std_user_261
Standard User 262;IT;G-IT-Access;Employee;2024-06-01;External;std_user_262
Standard User 263;HR;G-HR-Access;Employee;2024-06-01;Technical;std_user_263
Standard User 264;Marketing;G-Marketing-Access;Employee;2024-06-01;Service;std_user_264
Standard User 265;Sales;G-Sales-Access;Employee;2024-06-01;Service;std_user_265
Standard User 266;R&D;G-R&D-Access;Employee;2024-06-01;Internal;std_user_266
Standard User 267;IT;G-IT-Access;Employee;2024-06-01;External;std_user_267
Standard User 268;R&D;G-R&D-Access;Employee;2024-06-01;Internal;std_user_268
Standard User 269;Sales;G-Sales-Access;Employee;2024-06-01;Internal;std_user_269
Standard User 270;R&D;G-R&D-Access;Employee;2024-06-01;Internal;std_user_270
Standard User 271;R&D;G-R&D-Access;Employee;2024-06-01;Technical;std_user_271
Standard User 272;Sales;G-Sales-Access;Employee;2024-06-01;Service;std_user_272
Standard User 273;Sales;G-Sales-Access;Employee;2024-06-01;Service;std_user_273
Standard User 274;Legal;G-Legal-Access;Employee;2024-06-01;External;std_user_274
Standard User 275;Legal;G-Legal-Access;Employee;2024-06-01;Technical;std_user_275
Standard User 276;R&D;G-R&D-Access;Employee;2024-06-01;External;std_user_276
Standard User 277;R&D;G-R&D-Access;Employee;2024-06-01;External;std_user_277
Standard User 278;Finance;G-Finance-Access;Employee;2024-06-01;Administrative;std_user_278
Standard User 279;Operations;G-Operations-Access;Employee;2024-06-01;Service;std_user_279
Standard User 280;Operations;G-Operations-Access;Employee;2024-06-01;Service;std_user_280
Standard User 281;Sales;G-Sales-Access;Employee;2024-06-01;Technical;std_user_281
Standard User 282;HR;G-HR-Access;Employee;2024-06-01;Technical;std_user_282
Standard User 283;R&D;G-R&D-Access;Employee;2024-06-01;Service;std_user_283
Standard User 284;R&D;G-R&D-Access;Employee;2024-06-01;Technical;std_user_284
Standard User 285;Finance;G-Finance-Access;Employee;2024-06-01;Service;std_user_285
Standard User 286;Marketing;G-Marketing-Access;Employee;2024-06-01;External;std_user_286
Standard User 287;IT;G-IT-Access;Employee;2024-06-01;Administrative;std_user_287
Standard User 288;Legal;G-Legal-Access;Employee;2024-06-01;Technical;std_user_288
Standard User 289;Operations;G-Operations-Access;Employee;2024-06-01;Technical;std_user_289
Standard User 290;HR;G-HR-Access;Employee;2024-06-01;Service;std_user_290
Standard User 291;Legal;G-Legal-Access;Employee;2024-06-01;Administrative;std_user_291
Standard User 292;Sales;G-Sales-Access;Employee;2024-06-01;Technical;std_user_292
Standard User 293;Marketing;G-Marketing-Access;Employee;2024-06-01;Administrative;std_user_293
Standard User 294;IT;G-IT-Access;Employee;2024-06-01;Administrative;std_user_294
Standard User 295;Marketing;G-Marketing-Access;Employee;2024-06-01;Internal;std_user_295
Standard User 296;Operations;G-Operations-Access;Employee;2024-06-01;Technical;std_user_296
Standard User 297;Finance;G-Finance-Access;Employee;2024-06-01;Internal;std_user_297
Standard User 298;Sales;G-Sales-Access;Employee;2024-06-01;Technical;std_user_298
Standard User 299;Operations;G-Operations-Access;Employee;2024-06-01;Internal;std_user_299
Standard User 300;Operations;G-Operations-Access;Employee;2024-06-01;External;std_user_300
Standard User 301;IT;G-IT-Access;Employee;2024-06-01;Internal;std_user_301
Standard User 302;Legal;G-Legal-Access;Employee;2024-06-01;Internal;std_user_302
Standard User 303;Marketing;G-Marketing-Access;Employee;2024-06-01;Internal;std_user_303
Standard User 304;HR;G-HR-Access;Employee;2024-06-01;Service;std_user_304
Standard User 305;Legal;G-Legal-Access;Employee;2024-06-01;Technical;std_user_305
